"","household_id","region","adults","children","household_size","receives_support","weekly_income","weekly_rent","income_2025","income_2026"
"453",453,"Capital city",2,0,2,"No",3016,945,2905,2825
"454",454,"Capital city",2,0,2,"No",2258,815,2158,2214
"455",455,"Regional",2,2,4,"No",1665,616,1671,1636
"456",456,"Capital city",1,0,1,"No",1673,525,1632,1370
"457",457,"Capital city",2,3,5,"No",1289,489,1303,1060
"458",458,"Capital city",4,2,6,"No",2565,1067,2612,2544
"459",459,"Capital city",2,0,2,"No",1868,636,1754,1775
"460",460,"Regional",2,3,5,"Yes",1795,624,1734,1776
"461",461,"Regional",2,0,2,"Yes",1907,432,1758,1367
"462",462,"Capital city",2,2,4,"No",1148,575,1127,1245
"463",463,"Capital city",1,2,3,"No",2146,825,2150,2240
"464",464,"Capital city",2,2,4,"No",1021,516,940,759
"465",465,"Regional",2,2,4,"No",1266,396,1195,1299
"466",466,"Regional",2,0,2,"Yes",1269,538,1200,1201
"467",467,"Regional",1,1,2,"No",1588,525,1535,1401
"468",468,"Capital city",2,1,3,"No",1231,476,1236,1183
"469",469,"Capital city",2,0,2,"No",2412,955,2315,2286
"470",470,"Capital city",1,2,3,"Yes",1242,572,1254,1199
"471",471,"Capital city",1,1,2,"Yes",1487,552,1492,1569
"472",472,"Regional",2,3,5,"No",1039,459,1038,937
"473",473,"Regional",2,0,2,"No",1525,500,1463,1718
"474",474,"Capital city",1,0,1,"No",1417,652,1361,1309
"475",475,"Regional",2,0,2,"No",810,289,747,899
"476",476,"Capital city",2,3,5,"No",1552,589,1495,1527
"477",477,"Capital city",2,0,2,"No",1064,581,1058,1074
"478",478,"Regional",1,3,4,"No",1469,422,1429,1586
"479",479,"Capital city",2,1,3,"No",1842,745,1820,1746
"480",480,"Regional",1,4,5,"No",1391,480,1328,1199
"481",481,"Capital city",1,0,1,"No",2498,965,2304,2464
"482",482,"Capital city",2,1,3,"Yes",1755,554,1727,1889
"483",483,"Regional",2,3,5,"No",1931,806,1817,2294
"484",484,"Regional",2,0,2,"No",1775,513,1653,1712
"485",485,"Regional",2,0,2,"Yes",1747,526,1755,1928
"486",486,"Capital city",2,0,2,"No",1455,522,1447,1454
"487",487,"Regional",2,0,2,"No",1346,369,1373,1463
"488",488,"Capital city",2,2,4,"No",1736,638,1653,1747
"489",489,"Capital city",1,2,3,"Yes",922,189,940,1076
"490",490,"Capital city",2,1,3,"No",1526,684,1441,1521
"491",491,"Regional",2,0,2,"No",2610,798,2581,2409
"492",492,"Capital city",2,2,4,"Yes",1515,688,1417,1765
"493",493,"Capital city",1,0,1,"Yes",1193,459,1132,1121
"494",494,"Capital city",2,3,5,"No",1235,512,1218,1196
"495",495,"Capital city",2,0,2,"Yes",930,354,926,849
"496",496,"Capital city",2,2,4,"Yes",845,426,791,1043
"497",497,"Capital city",3,2,5,"No",1926,744,1949,1882
"498",498,"Capital city",1,1,2,"Yes",1742,679,1606,1684
"499",499,"Regional",1,3,4,"No",1318,438,1233,1219
"500",500,"Regional",4,0,4,"Yes",965,178,921,787
"501",501,"Regional",1,1,2,"No",1791,499,1766,1826
"502",502,"Capital city",2,4,6,"No",1012,206,970,1087
"503",503,"Capital city",2,0,2,"No",1662,406,1667,1662
"504",504,"Regional",2,3,5,"No",1156,408,1157,1079
"505",505,"Regional",2,2,4,"No",1441,466,1458,1817
"506",506,"Regional",1,1,2,"No",1594,513,1565,1652
"507",507,"Regional",2,0,2,"No",1474,542,1499,1767
"508",508,"Capital city",3,0,3,"Yes",2659,966,2692,2934
"509",509,"Capital city",2,0,2,"No",1692,638,1647,1538
"510",510,"Capital city",2,0,2,"Yes",1324,560,1314,1183
"511",511,"Regional",2,3,5,"No",1575,429,1507,1248
"512",512,"Capital city",1,1,2,"No",1466,717,1403,1323
"513",513,"Regional",2,1,3,"Yes",2615,693,2649,2881
"514",514,"Regional",1,0,1,"No",1224,287,1239,1395
"515",515,"Capital city",2,0,2,"Yes",1574,627,1487,1353
"516",516,"Capital city",1,0,1,"No",1554,425,1450,1548
"517",517,"Capital city",2,0,2,"No",1335,423,1340,1284
"518",518,"Regional",2,2,4,"Yes",2120,743,2140,2130
"519",519,"Capital city",2,4,6,"No",2669,1006,2557,2723
"520",520,"Regional",2,3,5,"No",645,152,636,806
"521",521,"Regional",3,2,5,"No",1779,413,1702,2122
"522",522,"Capital city",4,0,4,"Yes",1794,754,1737,1875
"523",523,"Capital city",2,3,5,"No",2377,967,2230,2484
"524",524,"Capital city",2,0,2,"Yes",1505,542,1424,1738
"525",525,"Capital city",2,4,6,"No",1404,597,1314,1233
"526",526,"Regional",3,3,6,"No",2061,649,1930,1876
"527",527,"Capital city",1,0,1,"No",1335,537,1302,1300
"528",528,"Capital city",2,2,4,"Yes",1041,376,988,1016
"529",529,"Capital city",2,2,4,"Yes",1551,459,1509,1388
"530",530,"Capital city",2,0,2,"Yes",2278,822,2105,2052
"531",531,"Capital city",2,2,4,"No",1953,670,1811,1494
"532",532,"Regional",2,1,3,"No",889,279,904,825
"533",533,"Capital city",2,2,4,"No",1462,627,1355,1506
"534",534,"Regional",2,4,6,"No",1659,483,1668,1803
"535",535,"Capital city",2,1,3,"No",1364,666,1259,1589
"536",536,"Capital city",1,3,4,"No",3299,1104,3047,3103
"537",537,"Capital city",1,0,1,"No",1628,596,1625,1791
"538",538,"Capital city",3,1,4,"No",1702,684,1724,1670
"539",539,"Capital city",2,2,4,"No",1517,568,1487,1766
"540",540,"Capital city",2,2,4,"Yes",1772,630,1643,2004
"541",541,"Capital city",1,0,1,"No",2745,966,2578,2599
"542",542,"Capital city",2,4,6,"No",1663,714,1562,1744
"543",543,"Capital city",3,0,3,"Yes",2141,851,2026,2009
"544",544,"Capital city",1,0,1,"No",1456,720,1380,1120
"545",545,"Regional",1,2,3,"No",1504,543,1487,1669
"546",546,"Capital city",2,0,2,"No",1435,617,1409,1360
"547",547,"Capital city",2,1,3,"No",1125,475,1055,1019
"548",548,"Regional",3,3,6,"No",869,120,805,810
"549",549,"Capital city",3,1,4,"No",3122,1239,3088,2985
"550",550,"Capital city",2,0,2,"Yes",1798,600,1703,1976
"551",551,"Capital city",4,0,4,"Yes",856,349,820,1001
"552",552,"Capital city",1,0,1,"No",1089,522,1046,1087
"553",553,"Capital city",1,1,2,"No",1099,459,1029,751
"554",554,"Capital city",2,0,2,"No",1158,504,1153,1063
"555",555,"Capital city",1,2,3,"Yes",1104,507,1022,980
"556",556,"Regional",2,0,2,"No",1101,200,1062,1102
"557",557,"Regional",2,3,5,"Yes",1488,523,1458,1525
"558",558,"Capital city",1,0,1,"No",1182,571,1139,1146
"559",559,"Capital city",1,2,3,"No",1348,503,1333,1282
"560",560,"Capital city",2,3,5,"No",1432,452,1420,1417
"561",561,"Regional",2,0,2,"No",1818,652,1731,1653
"562",562,"Capital city",2,0,2,"No",1151,668,1169,1176
"563",563,"Regional",2,3,5,"Yes",1093,483,1066,1104
"564",564,"Capital city",2,2,4,"No",3277,1082,3270,3278
"565",565,"Capital city",2,1,3,"Yes",1318,491,1275,1230
"566",566,"Capital city",2,2,4,"No",3318,1210,3341,3154
"567",567,"Capital city",3,0,3,"Yes",1421,574,1352,1347
"568",568,"Capital city",2,0,2,"No",2679,910,2594,2558
"569",569,"Regional",2,0,2,"Yes",1215,295,1200,1187
"570",570,"Capital city",4,0,4,"No",1148,541,1077,1242
"571",571,"Capital city",2,2,4,"No",1224,429,1152,1155
"572",572,"Regional",3,1,4,"No",1315,382,1230,1397
"573",573,"Capital city",2,0,2,"No",3028,981,3060,3239
"574",574,"Capital city",2,0,2,"Yes",1358,704,1306,1214
"575",575,"Regional",4,2,6,"No",1412,310,1364,1477
"576",576,"Regional",2,0,2,"No",841,208,825,1252
"577",577,"Capital city",2,1,3,"No",1395,537,1364,1794
"578",578,"Regional",2,2,4,"No",1218,395,1156,1286
"579",579,"Capital city",3,0,3,"Yes",2412,995,2427,2426
"580",580,"Regional",2,0,2,"No",990,428,990,797
"581",581,"Capital city",2,0,2,"Yes",1210,369,1218,1515
"582",582,"Regional",2,0,2,"No",1143,546,1111,1116
"583",583,"Capital city",2,0,2,"No",2724,1056,2747,2680
"584",584,"Regional",2,0,2,"No",847,449,801,951
"585",585,"Capital city",4,1,5,"No",3102,1198,3079,3053
"586",586,"Regional",1,1,2,"No",1746,540,1616,1671
"587",587,"Regional",1,0,1,"Yes",1414,469,1422,1501
"588",588,"Regional",2,0,2,"No",1228,394,1134,1063
"589",589,"Capital city",3,3,6,"No",1878,614,1910,2087
"590",590,"Capital city",1,3,4,"No",1849,717,1754,1951
"591",591,"Capital city",2,1,3,"No",2837,872,2670,2870
"592",592,"Capital city",3,1,4,"No",2387,944,2332,2258
"593",593,"Capital city",2,1,3,"No",776,308,783,1058
"594",594,"Capital city",2,0,2,"No",2139,819,1998,1947
"595",595,"Capital city",1,2,3,"No",688,267,656,1099
"596",596,"Capital city",3,3,6,"No",3035,1093,2988,3108
"597",597,"Capital city",1,2,3,"No",2279,805,2283,2452
"598",598,"Capital city",2,0,2,"No",1936,826,1878,1871
"599",599,"Regional",2,0,2,"Yes",1715,559,1726,1802
"600",600,"Capital city",2,0,2,"No",1781,766,1763,1928
"601",601,"Regional",2,0,2,"No",1621,548,1509,1671
"602",602,"Capital city",1,2,3,"Yes",3213,1064,3021,3130
"603",603,"Regional",2,1,3,"No",923,319,892,1049
"604",604,"Capital city",1,2,3,"Yes",1645,616,1525,1771
"605",605,"Regional",4,2,6,"No",1199,564,1125,1320
"606",606,"Capital city",1,2,3,"Yes",1752,666,1624,1664
"607",607,"Capital city",2,0,2,"Yes",1213,309,1116,1444
"608",608,"Regional",2,2,4,"No",1720,602,1689,1732
"609",609,"Capital city",2,1,3,"Yes",1205,416,1210,1163
"610",610,"Capital city",2,1,3,"No",3178,1060,3000,3065
"611",611,"Capital city",2,1,3,"No",3725,1353,3744,3657
"612",612,"Regional",1,0,1,"No",1379,658,1355,1451
"613",613,"Regional",3,4,7,"No",2874,905,2879,3044
"614",614,"Capital city",3,0,3,"No",1443,725,1382,1300
"615",615,"Regional",2,4,6,"No",2049,702,1983,1918
"616",616,"Regional",2,0,2,"No",684,302,695,838
"617",617,"Capital city",2,0,2,"No",2622,930,2475,2442
"618",618,"Capital city",2,0,2,"No",1214,525,1171,1484
"619",619,"Regional",1,1,2,"No",1197,578,1145,1270
"620",620,"Capital city",3,2,5,"No",1404,628,1310,1358
"621",621,"Regional",1,0,1,"Yes",1073,286,1091,1199
"622",622,"Capital city",1,0,1,"No",1199,441,1140,809
"623",623,"Regional",4,0,4,"No",1516,445,1488,1606
"624",624,"Regional",2,0,2,"Yes",1084,378,1033,1274
"625",625,"Capital city",2,2,4,"No",2836,952,2751,2845
"626",626,"Regional",3,0,3,"No",1903,547,1778,1732
"627",627,"Capital city",2,2,4,"Yes",2161,850,1990,2013
"628",628,"Capital city",3,0,3,"Yes",1087,313,1083,1165
"629",629,"Regional",3,2,5,"No",1095,439,1097,1404
"630",630,"Regional",2,0,2,"No",1231,342,1182,1367
"631",631,"Regional",2,0,2,"No",1209,402,1232,1122
"632",632,"Regional",3,0,3,"Yes",1347,333,1310,1068
"633",633,"Capital city",3,0,3,"Yes",1185,589,1157,1360
"634",634,"Regional",2,2,4,"No",2094,407,2133,2072
"635",635,"Regional",4,0,4,"No",2200,658,2086,2214
"636",636,"Capital city",2,2,4,"No",1671,605,1547,1353
"637",637,"Regional",3,0,3,"No",1671,430,1679,1687
"638",638,"Capital city",2,1,3,"No",1875,745,1793,1828
"639",639,"Regional",2,0,2,"No",1243,435,1217,1000
"640",640,"Capital city",2,0,2,"No",1359,389,1276,1030
"641",641,"Regional",2,0,2,"Yes",1727,555,1668,1542
"642",642,"Regional",2,4,6,"No",1706,549,1655,1688
"643",643,"Capital city",2,1,3,"No",1558,718,1571,1643
"644",644,"Regional",2,0,2,"No",1896,396,1768,2079
"645",645,"Regional",2,1,3,"Yes",2644,914,2535,2492
"646",646,"Regional",2,0,2,"Yes",806,296,747,475
"647",647,"Capital city",1,0,1,"No",1610,662,1595,1517
"648",648,"Capital city",3,0,3,"No",2481,897,2365,2605
"649",649,"Regional",2,3,5,"Yes",2122,687,2011,2229
"650",650,"Capital city",1,0,1,"No",1440,496,1327,1612
"651",651,"Regional",1,2,3,"No",1543,424,1521,1497
"652",652,"Regional",1,0,1,"No",875,271,818,597
"653",653,"Capital city",1,2,3,"No",2118,700,2102,1970
"654",654,"Regional",2,1,3,"No",989,268,983,1037
"655",655,"Regional",1,4,5,"No",1947,502,1978,1927
"656",656,"Capital city",2,0,2,"No",1166,404,1074,1224
"657",657,"Capital city",4,1,5,"Yes",1691,548,1606,1824
"658",658,"Capital city",2,1,3,"Yes",1029,465,1003,847
"659",659,"Capital city",2,1,3,"No",2313,1050,2223,2377
"660",660,"Capital city",1,3,4,"Yes",2802,1039,2857,2732
"661",661,"Regional",2,0,2,"Yes",1201,352,1208,1384
"662",662,"Capital city",2,1,3,"No",2179,917,2212,2337
"663",663,"Capital city",1,1,2,"No",1538,565,1440,1328
"664",664,"Regional",2,0,2,"No",1773,649,1808,1786
"665",665,"Capital city",1,0,1,"No",1238,627,1216,1216
"666",666,"Regional",2,0,2,"Yes",1624,478,1547,1687
"667",667,"Regional",2,0,2,"No",464,120,434,732
"668",668,"Capital city",2,0,2,"No",1195,572,1203,1281
"669",669,"Capital city",2,1,3,"Yes",2107,846,2027,2075
"670",670,"Regional",2,0,2,"Yes",1232,289,1188,1177
"671",671,"Capital city",2,0,2,"No",1217,451,1140,1269
"672",672,"Capital city",1,0,1,"Yes",936,316,903,1200
"673",673,"Capital city",3,0,3,"No",2737,1140,2519,2520
"674",674,"Capital city",3,2,5,"Yes",920,345,875,471
"675",675,"Capital city",2,4,6,"Yes",1129,349,1048,1013
"676",676,"Capital city",2,0,2,"No",1439,549,1443,1615
"677",677,"Regional",2,3,5,"No",835,374,844,1000
"678",678,"Capital city",1,0,1,"No",945,419,872,941
"679",679,"Regional",4,2,6,"No",1219,429,1146,1382
"680",680,"Regional",2,0,2,"No",1267,313,1182,1358
"681",681,"Regional",2,0,2,"Yes",1391,503,1361,1319
"682",682,"Capital city",1,1,2,"No",1742,657,1614,1739
"683",683,"Regional",2,0,2,"No",1101,214,1102,1172
"684",684,"Regional",1,0,1,"Yes",1393,405,1420,1422
"685",685,"Capital city",2,0,2,"No",1202,351,1181,917
"686",686,"Capital city",4,1,5,"No",1818,763,1689,1700
"687",687,"Regional",2,1,3,"No",1101,527,1106,1416
"688",688,"Capital city",1,0,1,"No",2390,903,2373,2597
"689",689,"Capital city",3,4,7,"No",1723,568,1633,1855
"690",690,"Capital city",3,3,6,"No",1481,672,1442,1553
"691",691,"Capital city",2,1,3,"No",1889,663,1792,1819
"692",692,"Capital city",1,1,2,"Yes",1751,795,1668,1457
"693",693,"Regional",2,0,2,"No",812,342,815,1229
"694",694,"Capital city",4,1,5,"No",2250,690,2217,2347
"695",695,"Capital city",1,0,1,"Yes",1151,461,1067,1357
"696",696,"Capital city",2,2,4,"No",1964,654,1827,1724
"697",697,"Capital city",2,2,4,"Yes",1357,606,1364,1457
"698",698,"Capital city",1,0,1,"Yes",839,499,821,931
"699",699,"Capital city",2,2,4,"No",1601,638,1601,1868
"700",700,"Capital city",2,3,5,"No",1294,503,1194,1265
"701",701,"Capital city",2,2,4,"No",1461,567,1437,1817
"702",702,"Regional",2,0,2,"No",2375,616,2250,2328
"703",703,"Capital city",2,0,2,"No",1726,721,1649,2031
"704",704,"Regional",2,2,4,"No",861,390,813,1100
"705",705,"Regional",2,0,2,"No",2524,788,2471,2624
"706",706,"Capital city",2,3,5,"Yes",937,362,867,737
"707",707,"Capital city",3,1,4,"Yes",1098,488,1055,670
"708",708,"Regional",3,0,3,"Yes",2034,671,1894,1870
"709",709,"Regional",1,0,1,"No",1679,707,1562,1628
"710",710,"Capital city",2,1,3,"No",2077,715,1973,1918
"711",711,"Capital city",2,0,2,"Yes",1151,499,1155,1062
"712",712,"Capital city",3,3,6,"Yes",2476,835,2492,2308
"713",713,"Capital city",1,4,5,"No",1971,804,1951,1877
"714",714,"Capital city",2,4,6,"Yes",1921,766,1830,2007
"715",715,"Regional",2,0,2,"No",1019,316,966,1144
"716",716,"Capital city",1,0,1,"No",1407,521,1405,1343
"717",717,"Regional",3,0,3,"No",2375,545,2185,2135
"718",718,"Capital city",3,0,3,"No",2286,940,2124,2536
"719",719,"Regional",1,1,2,"No",1339,448,1348,1221
"720",720,"Capital city",1,0,1,"Yes",1279,534,1282,1300
"721",721,"Regional",2,2,4,"No",1541,378,1501,1685
"722",722,"Regional",2,0,2,"No",1747,588,1775,1678
"723",723,"Capital city",2,4,6,"No",2133,649,2145,2320
"724",724,"Regional",3,1,4,"No",2082,615,2031,2082
"725",725,"Regional",2,0,2,"No",2408,794,2351,2205
"726",726,"Regional",3,2,5,"No",1214,434,1148,1128
"727",727,"Capital city",1,0,1,"No",2474,791,2372,2236
"728",728,"Capital city",3,4,7,"No",1563,567,1559,1459
"729",729,"Capital city",2,2,4,"No",883,419,852,893
"730",730,"Regional",2,4,6,"No",1802,650,1748,1713
"731",731,"Capital city",2,1,3,"No",2208,698,2094,2319
"732",732,"Capital city",2,2,4,"No",941,541,881,1209
"733",733,"Capital city",2,0,2,"Yes",1212,449,1138,1214
"734",734,"Regional",2,3,5,"Yes",1520,500,1518,1326
"735",735,"Capital city",2,3,5,"No",1140,360,1162,1191
"736",736,"Capital city",1,1,2,"No",1678,625,1574,1409
"737",737,"Capital city",2,1,3,"No",1055,482,1040,1338
"738",738,"Capital city",1,0,1,"No",1714,692,1666,1779
"739",739,"Regional",1,2,3,"No",1036,302,996,962
"740",740,"Capital city",2,0,2,"No",1419,527,1429,1276
"741",741,"Capital city",2,1,3,"No",1236,510,1157,1349
"742",742,"Regional",2,2,4,"Yes",771,326,742,883
"743",743,"Regional",1,2,3,"No",804,324,749,867
"744",744,"Regional",4,1,5,"No",1752,654,1697,1938
"745",745,"Regional",1,2,3,"No",1165,283,1094,1276
"746",746,"Capital city",1,3,4,"No",2655,932,2459,2486
"747",747,"Regional",3,2,5,"Yes",2445,691,2330,2247
"748",748,"Capital city",2,2,4,"Yes",2647,1114,2602,2967
"749",749,"Regional",2,3,5,"Yes",2005,564,2003,2220
"750",750,"Capital city",2,1,3,"No",1375,641,1291,1159
"751",751,"Capital city",1,0,1,"Yes",1882,750,1899,1788
"752",752,"Capital city",2,0,2,"No",1567,658,1446,1461
"753",753,"Capital city",1,0,1,"No",1753,708,1632,1620
"754",754,"Capital city",1,0,1,"No",2091,742,2087,2346
"755",755,"Regional",3,3,6,"No",2840,856,2708,2899
"756",756,"Capital city",2,0,2,"No",1640,754,1669,1505
"757",757,"Capital city",3,1,4,"Yes",2035,787,1951,1881
"758",758,"Regional",1,2,3,"No",1332,428,1296,1083
"759",759,"Regional",2,0,2,"No",863,363,800,703
"760",760,"Regional",2,1,3,"Yes",945,314,911,997
"761",761,"Capital city",2,2,4,"No",1373,515,1387,1253
"762",762,"Capital city",3,0,3,"No",2023,610,1975,1955
"763",763,"Regional",2,1,3,"Yes",1145,377,1127,829
"764",764,"Capital city",1,0,1,"No",2854,977,2887,3052
"765",765,"Regional",2,2,4,"No",788,195,792,878
"766",766,"Regional",2,4,6,"Yes",2160,689,2115,2343
"767",767,"Capital city",2,0,2,"Yes",1450,589,1406,1520
"768",768,"Capital city",3,2,5,"No",1637,700,1534,1502
"769",769,"Capital city",1,0,1,"No",2480,1006,2290,2572
"770",770,"Capital city",2,4,6,"No",4501,1588,4436,4505
"771",771,"Regional",4,1,5,"No",1422,395,1430,1614
"772",772,"Capital city",1,0,1,"No",2614,901,2622,2538
"773",773,"Capital city",2,0,2,"No",1890,846,1740,1622
"774",774,"Capital city",3,1,4,"No",1550,544,1434,1154
"775",775,"Regional",3,4,7,"No",2014,705,1918,2393
"776",776,"Regional",2,3,5,"Yes",1271,324,1210,1296
"777",777,"Capital city",1,1,2,"No",1637,619,1616,2030
"778",778,"Capital city",1,1,2,"No",1613,521,1640,1816
"779",779,"Capital city",4,4,8,"No",2376,867,2302,2023
"780",780,"Regional",2,2,4,"Yes",2029,691,1975,2054
"781",781,"Regional",2,1,3,"No",1496,517,1494,1626
"782",782,"Capital city",2,0,2,"No",2262,756,2139,2334
"783",783,"Capital city",2,3,5,"Yes",1835,704,1853,1843
"784",784,"Capital city",2,2,4,"No",1361,541,1360,1182
"785",785,"Capital city",1,1,2,"No",2102,860,2063,2063
"786",786,"Regional",1,0,1,"No",850,391,822,826
"787",787,"Regional",3,2,5,"Yes",1669,759,1633,1622
"788",788,"Regional",2,1,3,"Yes",898,170,836,1298
"789",789,"Capital city",2,1,3,"No",1399,488,1410,1327
"790",790,"Capital city",2,3,5,"No",850,434,793,912
"791",791,"Capital city",1,0,1,"No",1853,742,1741,1885
"792",792,"Capital city",2,4,6,"No",1807,675,1809,1914
"793",793,"Capital city",2,3,5,"No",3058,1142,3027,3255
"794",794,"Regional",2,1,3,"No",1076,284,1043,1437
"795",795,"Capital city",2,1,3,"No",1630,587,1615,1915
"796",796,"Regional",2,4,6,"Yes",971,288,974,977
"797",797,"Capital city",2,1,3,"No",2618,982,2460,2691
"798",798,"Capital city",1,1,2,"Yes",1203,395,1179,1254
"799",799,"Regional",2,2,4,"No",2095,667,1946,2031
"800",800,"Capital city",2,0,2,"No",5515,1949,5354,5482
"801",801,"Regional",2,1,3,"Yes",1899,702,1858,1941
"802",802,"Capital city",2,2,4,"No",3398,1105,3287,3080
"803",803,"Capital city",2,4,6,"No",1213,404,1182,1107
"804",804,"Capital city",2,0,2,"No",1537,400,1445,1382
"805",805,"Capital city",1,0,1,"No",3416,1172,3262,3578
"806",806,"Capital city",4,1,5,"No",1472,659,1462,1386
"807",807,"Capital city",3,0,3,"No",3188,1178,3198,3229
"808",808,"Regional",3,0,3,"Yes",1551,547,1476,1508
"809",809,"Capital city",2,2,4,"No",1564,621,1556,1515
"810",810,"Capital city",4,2,6,"Yes",2295,1050,2181,2049
"811",811,"Capital city",1,2,3,"Yes",1882,635,1813,1948
"812",812,"Regional",2,4,6,"No",2074,711,1967,2200
"813",813,"Capital city",2,2,4,"No",1059,476,1080,1092
"814",814,"Capital city",2,1,3,"No",2092,807,2034,1868
"815",815,"Capital city",1,2,3,"Yes",1489,478,1513,1447
"816",816,"Regional",2,1,3,"Yes",871,274,825,920
"817",817,"Capital city",1,1,2,"No",893,346,903,880
"818",818,"Capital city",2,2,4,"No",1176,583,1174,1157
"819",819,"Regional",1,1,2,"No",1057,233,1029,1079
"820",820,"Capital city",1,0,1,"No",2323,877,2313,2274
"821",821,"Regional",2,3,5,"No",2465,899,2301,2606
"822",822,"Regional",2,2,4,"Yes",799,360,737,744
"823",823,"Capital city",3,0,3,"Yes",1431,833,1431,1605
"824",824,"Regional",3,2,5,"No",1631,546,1575,1750
"825",825,"Regional",2,0,2,"No",1174,493,1170,1201
"826",826,"Capital city",2,0,2,"Yes",933,317,936,1129
"827",827,"Capital city",2,3,5,"No",1476,584,1443,1599
"828",828,"Regional",2,4,6,"No",1370,567,1305,1407
"829",829,"Capital city",2,1,3,"Yes",1857,625,1768,1763
"830",830,"Capital city",1,2,3,"No",1740,647,1697,1807
"831",831,"Capital city",3,0,3,"No",2406,801,2339,2372
"832",832,"Regional",4,1,5,"Yes",1515,594,1528,1589
"833",833,"Regional",2,1,3,"Yes",1041,354,1009,830
"834",834,"Regional",2,1,3,"Yes",908,288,877,793
"835",835,"Capital city",2,0,2,"Yes",1556,523,1451,1298
"836",836,"Regional",2,0,2,"Yes",1271,573,1226,1391
"837",837,"Regional",2,0,2,"No",993,258,968,1235
"838",838,"Capital city",2,0,2,"No",1783,860,1763,1577
"839",839,"Capital city",2,2,4,"Yes",1823,595,1787,1712
"840",840,"Capital city",1,1,2,"No",2210,890,2086,2079
"841",841,"Capital city",1,0,1,"No",1936,725,1860,1829
"842",842,"Capital city",4,4,8,"No",2083,840,1926,1665
"843",843,"Regional",3,1,4,"No",1188,405,1160,1400
"844",844,"Capital city",2,1,3,"No",1465,579,1380,1537
"845",845,"Capital city",2,0,2,"No",1538,653,1452,1563
"846",846,"Regional",2,2,4,"No",1721,496,1689,1710
"847",847,"Capital city",1,2,3,"No",1311,594,1213,1138
"848",848,"Capital city",2,1,3,"No",2832,977,2727,2786
"849",849,"Capital city",2,2,4,"No",2512,998,2358,2499
"850",850,"Regional",2,1,3,"No",986,396,997,670
"851",851,"Capital city",3,3,6,"No",1724,603,1709,1704
"852",852,"Regional",4,1,5,"No",1740,514,1743,1548
"853",853,"Capital city",2,0,2,"Yes",2239,684,2098,2384
"854",854,"Capital city",2,1,3,"No",908,492,888,962
"855",855,"Capital city",2,1,3,"No",1896,830,1797,2180
"856",856,"Capital city",4,1,5,"Yes",1500,623,1492,1355
"857",857,"Capital city",1,0,1,"No",1992,675,1963,2040
"858",858,"Regional",4,1,5,"No",1267,185,1277,1382
"859",859,"Capital city",2,1,3,"No",1025,373,971,942
"860",860,"Regional",1,0,1,"No",1669,490,1569,1540
"861",861,"Capital city",3,1,4,"No",1591,458,1465,1728
"862",862,"Capital city",4,0,4,"No",2043,749,2002,1979
"863",863,"Regional",1,0,1,"No",2560,823,2540,2703
"864",864,"Capital city",2,1,3,"Yes",1457,650,1391,1367
"865",865,"Capital city",4,2,6,"No",2778,953,2559,2594
"866",866,"Capital city",2,0,2,"Yes",726,379,715,713
"867",867,"Capital city",2,2,4,"No",2099,766,2057,1928
"868",868,"Capital city",2,0,2,"No",2403,879,2357,2566
"869",869,"Regional",2,0,2,"No",789,199,782,592
"870",870,"Regional",1,0,1,"No",851,232,840,690
"871",871,"Capital city",1,2,3,"No",1240,531,1155,1412
"872",872,"Capital city",2,0,2,"Yes",1811,619,1774,1883
"873",873,"Capital city",3,2,5,"No",960,494,962,961
"874",874,"Capital city",3,1,4,"No",1164,606,1156,1012
"875",875,"Capital city",3,0,3,"No",1721,703,1682,1509
"876",876,"Regional",2,2,4,"No",1933,580,1965,1948
"877",877,"Regional",2,2,4,"Yes",1868,593,1790,1801
"878",878,"Capital city",2,4,6,"No",2682,977,2573,2701
"879",879,"Regional",3,0,3,"No",538,299,510,870
"880",880,"Regional",2,2,4,"No",977,377,932,782
"881",881,"Capital city",1,2,3,"No",816,397,771,734
"882",882,"Regional",3,3,6,"No",2118,686,2147,1962
"883",883,"Capital city",2,0,2,"No",975,495,979,974
"884",884,"Regional",2,2,4,"No",1142,391,1134,1338
"885",885,"Capital city",2,0,2,"No",1880,721,1819,1965
"886",886,"Capital city",2,0,2,"No",1288,551,1222,1185
"887",887,"Regional",3,0,3,"No",1949,662,1833,1798
"888",888,"Regional",4,2,6,"No",1939,544,1862,2081
"889",889,"Capital city",2,2,4,"No",874,354,821,1181
"890",890,"Regional",2,0,2,"No",1049,355,1024,1173
"891",891,"Capital city",2,1,3,"Yes",925,348,934,1174
"892",892,"Regional",2,2,4,"No",1872,545,1826,1812
"893",893,"Capital city",1,1,2,"No",2591,868,2598,2499
"894",894,"Capital city",3,1,4,"No",1257,442,1258,1372
"895",895,"Capital city",2,3,5,"No",1862,785,1840,1740
"896",896,"Regional",4,1,5,"No",1380,500,1294,1107
"897",897,"Regional",2,0,2,"No",1642,513,1531,1412
"898",898,"Regional",1,0,1,"No",822,316,776,1165
"899",899,"Capital city",2,3,5,"No",2026,685,1868,2185
"900",900,"Capital city",2,0,2,"No",1549,625,1496,1308
"901",901,"Regional",1,1,2,"Yes",962,378,981,1179
"902",902,"Regional",3,0,3,"No",2523,721,2378,2372
"903",903,"Capital city",2,2,4,"No",1885,669,1749,1883
"904",904,"Capital city",2,0,2,"No",1331,587,1333,1440
